joined,churned
9/29/17 0:47,10/29/17 0:47
5/20/18 16:33,6/20/18 16:33
4/8/18 4:39,6/8/18 4:39
10/30/17 5:51,11/30/17 6:51
9/25/17 5:06,4/6/18 0:54
6/28/18 17:50,7/28/18 17:50
12/31/17 18:32,2/7/18 18:32
12/21/17 7:22,2/28/18 7:53
6/28/17 4:56,7/28/17 4:55
1/10/18 21:51,2/10/18 21:51
10/19/17 5:58,11/19/17 6:58
6/21/17 19:41,9/7/17 22:53
5/9/18 6:50,6/9/18 6:50
6/28/18 19:09,7/28/18 19:09
7/5/17 6:18,10/5/17 6:18
7/16/18 6:13,8/16/18 8:12
3/13/18 22:18,4/13/18 22:18
10/24/17 17:49,11/24/17 18:49
2/2/18 7:29,9/2/18 9:29
9/27/17 2:06,1/27/18 3:06
9/20/17 8:15,10/20/17 8:15
7/18/17 7:44,8/18/17 7:44
2/10/18 5:15,3/10/18 5:15
7/22/17 6:05,9/22/17 6:05
6/19/18 16:41,7/26/18 16:40
7/5/17 2:17,9/5/17 2:17
6/10/18 20:40,7/10/18 20:40
10/6/17 13:01,11/6/17 13:01
5/18/18 19:15,6/18/18 19:14
6/10/18 15:27,7/10/18 15:27
7/25/17 15:54,8/25/17 15:54
11/4/17 21:01,4/4/18 21:01
1/19/18 2:54,2/19/18 2:54
6/23/17 3:39,8/23/17 3:39
1/5/18 19:38,2/5/18 19:38
12/19/17 11:44,1/19/18 11:44
9/11/17 23:58,10/11/17 23:58
11/28/17 14:18,11/28/17 14:24
12/20/17 5:10,3/20/18 5:10
5/31/18 19:18,8/30/18 21:17
9/12/17 7:33,11/12/17 7:33
5/4/18 21:48,9/4/18 21:48
5/27/17 10:55,7/27/17 10:55
6/10/18 15:44,7/17/18 15:44
5/6/18 19:43,9/6/18 19:43
4/3/18 11:56,5/3/18 11:56
10/2/17 23:15,11/9/17 23:15
1/24/18 12:32,2/24/18 12:32
11/17/17 7:58,12/17/17 7:58
9/1/17 1:16,10/1/17 1:16
6/13/18 21:53,8/13/18 21:52
11/21/17 5:46,5/5/18 17:33
1/5/18 12:17,2/12/18 12:17
4/11/17 22:14,5/17/17 21:29
12/4/17 5:59,4/4/18 4:59
7/23/18 21:41,8/23/18 23:41
6/21/18 20:26,8/21/18 22:26
12/17/17 19:10,8/17/18 21:09
2/25/18 12:55,8/25/18 14:54
1/19/18 3:52,2/19/18 3:52
2/5/18 19:48,4/5/18 18:48
3/11/18 18:45,4/11/18 18:45
4/17/18 16:02,8/17/18 16:02
12/7/17 7:05,3/7/18 7:05
11/12/17 3:44,12/12/17 3:44
4/27/18 13:34,7/4/18 13:33
2/25/18 9:54,3/25/18 8:54
4/27/17 20:10,5/27/17 20:10
12/8/17 23:30,1/8/18 23:30
7/23/18 20:31,8/23/18 20:31
3/11/18 23:42,4/11/18 23:42
4/17/18 7:22,5/17/18 7:22
3/1/17 23:05,5/8/17 23:04
10/22/17 17:37,8/22/18 19:37
1/16/18 17:55,2/16/18 17:55
1/9/18 23:36,2/9/18 23:36
12/23/17 7:03,2/23/18 7:03
11/18/17 8:23,2/23/18 22:02
3/27/18 17:51,4/27/18 17:51
2/26/18 9:37,3/26/18 9:37
7/12/18 16:56,8/12/18 18:56
7/20/17 1:49,8/20/18 1:49
2/5/18 20:34,3/5/18 20:34
7/4/17 8:06,9/4/17 8:06
5/15/17 2:00,10/15/17 2:00
10/12/17 0:08,11/12/17 1:08
11/6/17 21:25,12/6/17 21:25
5/15/18 9:33,6/15/18 9:33
2/11/18 19:10,3/11/18 19:10
2/7/18 6:30,3/7/18 6:30
11/23/17 13:01,12/30/17 13:01
11/20/17 12:39,12/20/17 12:39
4/23/18 16:16,5/23/18 16:16
3/28/18 10:13,4/28/18 10:13
3/19/18 6:41,4/19/18 6:40
4/14/18 20:18,5/14/18 20:18
9/17/17 14:49,10/17/17 14:48
12/26/17 4:18,1/26/18 4:18
1/4/18 1:37,2/4/18 1:37
4/12/18 11:59,5/12/18 11:59
12/23/17 12:34,2/23/18 12:34
10/10/17 0:36,11/10/17 1:36
7/13/18 1:47,8/13/18 1:47
4/17/18 22:20,5/17/18 22:20
6/10/18 4:37,7/10/18 4:37
10/5/17 4:50,11/5/17 4:50
4/28/18 1:32,8/28/18 3:32
12/31/17 13:48,1/31/18 13:48
3/27/18 7:21,8/27/18 7:21
8/5/18 7:04,9/5/18 7:04
2/28/18 3:51,3/28/18 2:51
6/17/18 18:26,7/17/18 18:26
11/9/17 23:49,6/14/18 3:24
8/6/18 17:02,9/6/18 17:02
1/19/18 9:02,2/19/18 9:02
11/23/17 18:05,2/23/18 18:05
4/28/18 7:32,5/28/18 7:32
11/12/17 8:46,2/12/18 10:41
11/6/17 7:46,3/13/18 7:46
1/17/18 4:42,5/14/18 17:42
7/7/17 16:29,9/14/17 16:29
7/7/18 19:32,8/7/18 19:32
5/5/17 14:41,6/5/17 14:41
11/27/17 9:28,1/27/18 13:47
3/2/18 16:07,6/9/18 16:07
9/18/17 23:56,10/18/17 23:55
10/17/17 22:39,11/17/17 23:39
7/20/18 20:34,8/20/18 22:34
11/24/17 17:35,8/24/18 16:35
3/23/18 15:40,4/23/18 15:40
3/8/18 6:33,4/8/18 6:33
10/4/17 0:16,11/4/17 0:16
6/29/18 15:44,7/29/18 15:43
7/7/16 4:32,8/7/18 4:32
6/29/18 9:47,7/29/18 9:47
10/14/17 18:11,1/14/18 19:11
3/2/17 19:56,11/1/17 10:53
11/23/17 19:06,12/23/17 19:06
10/14/17 0:14,8/14/18 2:14
6/4/18 10:51,7/4/18 10:51
1/24/18 15:54,2/24/18 15:54
3/30/18 0:15,4/30/18 0:14
7/30/18 11:16,8/30/18 13:16
5/5/18 20:45,9/5/18 22:45
12/6/17 11:27,9/6/18 13:27
4/18/17 13:58,8/18/18 13:58
2/10/18 16:45,4/17/18 16:45
9/15/17 15:53,10/15/17 15:53
4/29/17 16:04,6/29/17 16:03
9/5/17 4:13,11/12/17 4:13
2/1/17 22:23,8/2/17 23:30
12/8/17 11:48,8/8/18 13:48
2/1/18 10:16,3/1/18 10:16
3/8/18 3:36,8/8/18 5:33
11/12/17 1:05,8/17/18 4:07
6/4/18 21:24,9/4/18 21:24
7/2/18 20:29,8/2/18 20:29
3/31/18 18:12,4/30/18 18:12
7/11/17 11:50,8/11/17 11:50
1/9/18 5:29,8/9/18 4:29
4/2/18 19:53,5/2/18 19:53
12/7/17 17:21,8/7/18 19:21
3/24/18 2:54,5/24/18 2:54
10/14/17 19:40,11/14/17 20:40
10/28/17 20:55,8/28/18 22:55
11/13/17 6:33,3/18/18 18:45
4/12/18 20:57,5/12/18 20:57
7/23/18 3:23,8/23/18 3:23
1/17/18 21:46,3/24/18 21:46
10/3/17 21:28,11/3/17 21:28
11/16/17 4:46,1/16/18 4:46
3/24/17 23:27,4/24/17 23:25
12/7/17 19:10,2/7/18 19:10
12/22/17 3:02,1/29/18 3:02
7/11/18 18:14,8/11/18 18:14
2/23/17 7:00,3/23/17 7:00
4/14/18 2:47,7/14/18 2:46
5/12/18 9:52,7/12/18 9:52
8/21/17 23:11,7/7/18 11:13
11/18/17 16:05,12/18/17 16:05
1/10/18 20:01,2/10/18 20:01
2/23/18 5:31,3/23/18 4:31
12/4/17 4:01,1/4/18 4:01
7/26/18 0:32,8/26/18 0:32
7/4/18 20:51,9/4/18 20:51
10/24/17 22:39,8/25/18 0:39
1/1/18 5:44,8/8/18 18:03
3/5/18 5:52,7/5/18 4:52
5/18/18 3:13,8/18/18 5:12
10/7/17 20:26,6/7/18 22:59
4/3/18 11:48,8/7/18 13:48
5/30/17 21:33,6/30/17 21:32
3/23/18 3:10,4/23/18 3:10
3/29/18 10:47,4/29/18 10:47
8/19/17 14:05,10/19/17 14:04
9/1/17 5:08,10/1/17 5:08
9/26/17 17:58,11/2/17 17:58
3/4/17 5:33,4/4/17 5:33
1/17/18 23:46,2/17/18 23:46
1/28/18 22:44,2/28/18 22:44
3/29/17 9:06,3/18/18 4:41
12/28/17 13:06,3/28/18 12:06
10/14/17 23:52,11/14/17 23:52
9/22/17 20:26,10/22/17 20:26
9/9/17 11:50,8/9/18 13:50
12/10/17 14:31,8/10/18 16:31
3/22/17 1:02,4/22/17 1:01
3/9/18 21:46,4/9/18 21:42
6/17/18 13:22,8/17/18 15:22
3/21/17 3:50,4/28/17 3:50
7/28/18 20:07,8/28/18 20:07
1/7/18 22:05,2/7/18 22:05
6/22/18 14:22,7/22/18 14:22
6/27/18 16:04,8/27/18 16:03
11/26/17 9:34,12/26/17 9:34
7/29/17 6:06,8/29/17 6:06
6/29/17 21:32,7/29/17 21:32
4/4/17 19:50,5/4/17 19:49
10/18/17 2:34,11/18/17 3:34
9/5/17 20:13,11/5/17 21:13
6/15/18 16:45,8/15/18 18:44
7/11/18 6:48,8/11/18 8:48
7/18/17 18:30,8/18/17 18:30
2/23/18 0:18,3/22/18 23:18
6/8/18 15:32,7/8/18 15:32
6/14/18 10:46,7/21/18 10:44
3/13/17 12:04,7/29/17 16:42
4/5/17 7:31,5/5/17 7:31
1/16/18 7:14,2/16/18 7:14
10/12/17 3:47,11/12/17 3:47
7/3/17 5:39,10/10/17 5:39
10/20/17 4:25,2/20/18 5:25
11/29/17 20:42,6/29/18 19:42
12/26/17 21:13,1/26/18 21:13
4/5/18 14:31,5/5/18 14:30
5/24/17 2:20,7/24/17 2:20
12/22/17 5:33,1/22/18 5:33
7/7/18 4:54,8/7/18 4:54
11/24/17 3:20,3/24/18 2:20
5/13/18 16:42,8/22/18 11:14
7/28/18 20:30,8/28/18 20:30
3/10/18 18:26,4/10/18 18:25
9/29/17 19:05,11/29/17 20:05
9/11/17 0:30,12/23/17 18:33
7/22/18 1:21,8/22/18 1:21
7/25/18 22:43,8/26/18 0:43
6/29/18 17:51,7/29/18 17:51
7/10/18 22:23,8/10/18 22:23
5/17/18 16:33,6/17/18 16:33
2/21/18 4:43,3/21/18 4:43
11/21/17 22:45,3/21/18 21:45
2/26/18 21:10,3/26/18 20:10
7/28/18 22:21,8/28/18 22:21
5/5/18 17:48,7/5/18 17:48
3/22/18 5:00,5/22/18 5:00
4/2/18 2:07,5/2/18 2:07
3/1/18 2:20,6/1/18 2:20
11/6/17 11:26,5/9/18 17:42
12/12/17 23:45,1/12/18 23:45
7/28/17 12:52,8/28/17 12:52
9/3/17 11:55,1/10/18 11:55
6/15/18 15:13,7/15/18 15:13
5/12/18 2:20,6/12/18 2:20
3/31/18 9:23,4/30/18 9:23
2/25/18 16:04,6/25/18 15:04
7/27/18 3:30,8/27/18 5:30
5/18/18 2:54,9/2/18 17:22
1/24/18 16:36,7/24/18 15:36
12/30/17 13:57,5/14/18 11:46
5/18/18 1:38,6/18/18 1:38
6/19/18 22:37,8/19/18 22:37
10/16/17 19:18,12/16/17 20:18
12/7/16 0:24,1/7/17 0:24
3/1/18 12:40,4/1/18 11:40
11/11/17 21:56,1/11/18 21:56
8/4/17 7:01,9/4/17 7:01
4/10/17 1:09,8/10/18 3:08
12/13/17 0:00,2/13/18 0:00
6/15/18 18:23,7/15/18 18:23
12/5/17 1:57,1/5/18 1:57
11/8/17 7:52,12/8/17 7:52
1/27/18 1:12,2/27/18 1:12
4/24/18 7:25,6/24/18 7:25
7/26/18 2:17,8/26/18 2:17
7/15/18 23:25,8/15/18 23:25
9/7/17 17:27,9/3/18 1:36
9/30/17 13:43,10/30/17 13:43
2/17/17 14:37,3/17/17 13:37
3/9/17 10:45,4/9/17 10:45
7/26/17 6:11,8/26/17 6:11
5/5/18 7:49,6/5/18 7:49
6/25/18 14:59,8/25/18 16:58
10/5/17 22:46,4/6/18 4:21
7/15/18 16:58,8/15/18 16:58
4/4/17 11:54,5/4/17 11:54
11/20/17 19:52,12/20/17 19:51
9/29/17 23:44,11/29/17 23:43
7/5/18 18:57,9/5/18 20:56
4/3/18 4:29,8/3/18 4:29
11/6/17 19:14,9/6/18 18:14
5/3/18 0:47,8/24/18 2:48
3/25/18 9:40,4/25/18 9:39
4/14/18 11:41,5/14/18 11:41
6/8/18 6:00,8/8/18 8:00
2/12/18 15:59,8/26/18 12:38
12/18/17 7:06,1/18/18 7:06
12/27/17 13:21,4/5/18 18:38
8/18/17 4:37,1/18/18 5:37
2/15/18 16:18,3/22/18 16:17
1/28/18 3:31,8/28/18 8:48
11/3/17 19:59,12/3/17 20:59
5/4/18 21:06,8/4/18 21:06
1/19/18 19:16,2/19/18 19:16
4/17/18 11:31,5/17/18 11:29
3/23/18 4:25,4/23/18 4:25
7/1/18 10:48,8/7/18 12:48
6/20/18 19:32,7/20/18 19:32
4/14/18 21:19,5/14/18 21:19
12/18/17 7:59,1/18/18 7:59
12/9/17 3:53,8/26/18 3:01
3/12/18 18:41,4/12/18 18:41
6/30/18 21:54,7/30/18 21:53
1/28/18 6:56,2/28/18 6:56
10/28/17 12:27,12/28/17 12:27
4/6/18 21:32,5/13/18 21:32
2/9/18 1:22,5/16/18 1:22
8/23/17 2:14,9/23/17 2:13
7/6/18 14:22,9/6/18 14:22
4/26/18 18:26,8/26/18 18:26
3/7/18 20:52,5/14/18 20:52
4/18/17 9:51,5/18/17 9:51
4/23/17 9:09,5/23/17 9:09
5/22/17 15:16,7/22/17 15:16
7/13/17 18:33,8/13/17 18:33
10/8/17 7:15,12/11/17 12:43
11/16/17 23:27,8/16/18 22:27
3/17/18 9:55,4/17/18 9:55
1/16/18 6:20,2/16/18 6:20
2/28/18 1:52,8/5/18 23:14
8/3/17 13:51,9/4/17 16:11
3/19/18 19:51,4/19/18 19:51
5/4/18 23:37,9/5/18 1:37
6/13/17 18:37,7/13/17 18:37
7/27/18 6:37,8/27/18 6:37
3/9/18 13:37,3/9/18 14:11
6/9/18 21:49,7/9/18 21:49
10/6/17 3:02,11/6/17 4:02
1/9/18 16:12,6/9/18 16:12
3/14/18 1:13,4/14/18 1:13
5/3/18 1:07,8/3/18 1:07
3/28/18 23:41,4/28/18 23:41
11/4/17 9:36,12/4/17 10:36
6/12/18 7:18,7/12/18 7:18
4/20/18 19:55,5/20/18 19:53
3/14/18 0:52,5/14/18 0:52
3/30/17 8:19,5/30/17 8:19
12/22/17 11:35,1/22/18 11:35
5/11/18 20:29,8/11/18 20:29
5/21/18 3:52,6/21/18 3:52
4/16/18 0:37,5/16/18 0:37
3/19/17 14:08,4/19/17 14:07
7/22/17 14:35,9/22/17 14:35
4/12/18 8:43,5/19/18 8:43
1/22/18 23:33,2/22/18 23:33
6/15/17 4:52,8/15/17 4:52
2/3/18 5:57,8/3/18 4:57
5/27/18 7:43,6/27/18 7:43
5/26/18 17:09,6/26/18 17:09
4/22/18 3:30,5/22/18 3:30
11/16/17 6:05,12/23/17 6:05
4/21/18 7:36,5/21/18 7:36
10/15/17 22:22,8/16/18 0:22
6/4/18 7:55,8/5/18 0:40
3/12/18 15:08,4/12/18 15:08
5/10/17 10:58,8/27/17 4:14
12/23/17 5:26,1/23/18 5:25
4/29/18 4:53,5/29/18 4:53
11/25/17 23:39,6/25/18 23:39
2/23/18 2:26,3/23/18 1:26
7/23/18 18:48,8/23/18 20:47
12/23/17 17:18,7/7/18 20:10
1/10/18 2:42,2/10/18 2:42
2/16/18 20:17,3/16/18 20:17
5/11/18 6:23,6/11/18 6:23
3/25/17 17:00,4/25/17 16:59
8/7/17 3:38,9/7/17 3:38
6/2/17 0:05,11/9/17 0:05
11/2/17 17:10,6/4/18 2:36
5/22/18 23:10,6/22/18 23:10
12/19/17 1:12,1/19/18 1:12
10/30/17 12:38,7/16/18 2:01
5/12/18 0:31,6/12/18 0:31
2/27/18 19:21,6/26/18 14:48
3/5/18 12:38,5/5/18 12:38
4/8/18 2:55,8/8/18 22:28
12/20/17 6:20,1/20/18 6:20
12/17/17 6:47,1/17/18 6:47
12/13/17 22:57,2/19/18 12:03
11/25/17 20:48,7/25/18 21:51
5/30/18 7:14,6/30/18 7:14
2/23/18 5:26,3/23/18 4:26
5/24/18 11:18,6/24/18 11:18
1/14/18 17:13,2/14/18 17:12
2/18/18 22:25,3/18/18 21:25
7/28/17 0:34,7/28/17 11:42
7/24/18 5:36,8/24/18 5:36
10/17/17 15:59,11/17/17 15:59
8/17/17 12:25,2/24/18 12:24
7/3/17 9:06,8/3/17 9:05
1/11/18 17:39,2/11/18 17:39
4/16/18 21:27,5/16/18 21:27
11/6/17 14:26,4/13/18 14:25
7/11/17 11:12,8/11/17 11:12
4/6/18 5:47,5/6/18 5:47
3/10/17 15:14,4/10/17 15:13
7/1/18 23:54,8/1/18 23:54
4/5/17 2:49,7/12/17 2:49
4/16/17 3:58,5/23/17 3:57
7/6/18 14:38,8/6/18 14:38
3/22/18 5:34,4/22/18 5:34
3/7/18 5:47,4/7/18 4:47
10/14/17 22:44,8/15/18 0:44
9/15/17 21:57,10/15/17 21:57
7/4/17 22:54,8/4/17 22:54
1/6/18 17:16,9/6/18 16:16
6/11/18 7:20,7/11/18 7:20
6/8/17 16:00,7/9/17 17:03
6/26/18 12:15,8/26/18 14:15
3/12/18 4:43,4/12/18 4:43
7/23/18 11:11,8/23/18 11:11
6/18/18 23:59,7/25/18 23:59
9/28/17 2:19,11/4/17 2:19
1/2/18 20:22,4/9/18 20:21
12/2/17 0:13,1/2/18 0:13
6/8/18 2:27,7/8/18 2:26
7/3/18 18:44,8/3/18 18:44
5/14/18 7:47,7/21/18 7:46
7/31/18 1:44,7/31/18 1:58
11/21/17 18:13,12/21/17 18:13
1/28/18 8:31,6/28/18 8:31
12/29/17 15:48,1/29/18 15:48
4/5/17 6:14,5/5/17 6:14
10/11/17 4:26,11/11/17 5:26
2/26/18 6:08,3/26/18 5:08
7/31/18 12:53,8/31/18 14:48
3/5/18 3:33,3/5/18 12:38
5/12/17 10:51,6/13/17 11:07
4/24/18 1:56,5/24/18 1:55
12/2/17 1:27,6/2/18 0:27
10/3/17 2:31,12/18/17 8:33
2/27/18 13:18,3/27/18 12:18
6/5/18 14:26,7/5/18 14:26
11/24/17 19:54,2/24/18 19:54
10/7/17 4:21,11/7/17 4:20
7/10/18 10:22,8/10/18 12:22
11/3/17 22:06,12/3/17 23:06
3/1/17 13:32,2/6/18 19:28
2/28/18 0:00,3/27/18 23:00
10/25/17 6:04,11/25/17 7:04
10/18/17 6:29,8/18/18 6:29
7/15/17 5:42,8/15/17 5:40
7/19/17 18:25,8/19/17 18:25
3/11/17 15:40,5/11/17 15:39
4/18/17 1:36,5/25/17 1:36
3/1/18 19:32,4/1/18 19:32
4/19/18 7:21,8/19/18 9:21
7/20/18 4:08,8/20/18 4:08
9/21/17 6:18,12/21/17 7:18
4/27/17 6:16,6/27/17 6:16
10/4/17 3:53,11/4/17 3:53
7/31/18 15:08,8/31/18 15:08
9/15/17 8:42,12/15/17 9:42
3/24/18 15:01,4/24/18 15:01
2/2/18 21:46,3/2/18 21:46
7/7/18 19:08,8/7/18 21:08
8/12/17 8:57,9/12/17 8:56
5/4/18 2:26,6/4/18 2:26
2/24/18 4:40,3/31/18 4:39
6/1/18 18:37,8/1/18 18:37
2/17/18 4:40,5/24/18 4:40
7/10/17 4:16,8/10/17 4:16
5/31/18 2:07,7/1/18 2:07
7/5/18 1:39,9/5/18 3:39
1/26/18 1:32,4/26/18 0:32
5/29/18 4:08,7/29/18 4:08
11/22/17 9:01,8/22/18 8:01
4/11/18 13:21,5/11/18 13:21
3/18/17 20:58,6/25/17 20:58
12/13/17 3:55,1/13/18 3:55
7/3/17 23:28,12/10/17 7:43
5/4/18 14:16,6/4/18 14:16
8/1/17 9:38,8/16/18 5:39
3/7/18 0:48,4/6/18 23:48
7/17/17 12:32,8/24/17 12:32
6/19/18 13:24,7/19/18 13:24
6/28/17 20:01,7/28/17 20:01
7/13/18 15:43,8/13/18 15:43
2/5/18 8:03,4/5/18 7:03
1/17/18 5:15,2/17/18 5:15
3/18/18 4:54,4/18/18 4:54
5/19/17 19:29,10/19/17 19:28
1/11/18 4:04,3/11/18 4:04
1/16/18 8:02,2/16/18 8:02
10/21/17 17:23,12/21/17 18:23
10/17/17 0:34,11/17/17 1:34
7/15/18 15:23,8/15/18 15:23
2/24/18 10:13,5/1/18 10:12
4/28/18 8:11,5/28/18 8:10
1/13/18 8:33,2/13/18 8:33
11/17/17 21:29,5/17/18 21:28
5/24/18 7:51,6/24/18 7:51
4/4/17 10:04,5/4/17 10:04
9/22/17 4:49,11/22/17 5:49
7/29/18 15:01,8/29/18 15:01
7/20/18 0:01,8/20/18 0:01
11/28/17 23:11,1/29/18 11:38
8/1/18 3:43,9/1/18 5:43
1/29/18 19:44,2/28/18 19:43
12/23/17 20:44,1/23/18 20:49
1/20/18 2:30,2/27/18 2:30
8/11/17 4:13,10/11/17 4:13
7/16/17 13:54,11/16/17 13:53
8/9/17 3:15,9/9/17 3:15
8/26/17 18:30,8/26/18 18:30
5/31/18 21:59,8/30/18 23:58
7/10/18 19:02,8/10/18 21:02
5/19/17 8:08,1/19/18 8:08
5/22/18 16:06,6/22/18 16:06
1/9/18 21:56,6/9/18 20:56
5/28/17 14:24,2/4/18 14:23
1/1/18 5:17,8/7/18 7:17
3/21/18 7:12,5/21/18 7:12
7/31/17 18:10,9/30/17 18:10
6/8/18 23:40,8/8/18 23:40
5/6/18 8:02,9/6/18 8:02
12/19/17 6:13,1/19/18 6:13
11/24/17 6:04,12/24/17 6:04
5/13/17 17:31,6/13/17 17:31
7/10/18 23:30,8/10/18 23:30
2/24/18 16:56,3/24/18 16:56
7/28/18 7:43,8/28/18 7:43
5/15/18 3:59,8/15/18 5:59
4/25/18 14:46,5/25/18 14:46
7/25/17 5:50,8/25/17 5:49
10/12/17 17:12,1/12/18 18:12
6/30/18 2:03,7/30/18 2:03
3/13/17 22:57,4/13/17 22:57
2/6/18 17:01,4/6/18 16:01
3/26/18 12:19,6/10/18 0:35
5/5/18 20:16,6/5/18 20:15
9/13/17 13:51,8/25/18 8:57
10/28/17 11:38,11/28/17 12:38
4/14/17 19:59,5/21/17 19:58
4/13/17 10:26,8/9/18 16:41
6/7/17 15:16,7/7/17 15:16
11/3/17 10:06,9/3/18 10:06
2/9/18 16:09,6/15/18 11:36
2/17/18 18:01,3/17/18 18:00
7/31/18 9:21,8/31/18 11:21
5/7/18 2:44,5/7/18 2:51
3/9/17 0:15,4/9/17 0:15
12/12/17 7:19,1/12/18 7:19
3/6/18 3:34,5/6/18 2:34
1/30/18 19:35,2/28/18 19:35
1/19/18 0:01,2/19/18 0:01
3/24/18 4:36,4/24/18 4:36
3/8/18 19:49,6/8/18 18:49
5/10/18 11:26,6/10/18 11:26
3/1/18 17:33,5/1/18 17:33
3/22/17 11:48,4/29/17 11:48
1/10/18 4:16,2/10/18 4:15
4/22/18 16:15,5/22/18 16:15
8/2/18 8:14,9/2/18 8:14
5/4/18 16:28,6/4/18 16:28
5/9/18 5:05,6/9/18 5:05
1/13/18 8:31,8/13/18 10:31
1/3/18 18:59,2/3/18 18:59
5/14/18 18:55,8/14/18 18:55
4/2/17 7:06,8/29/18 3:09
11/4/16 4:07,1/4/17 5:07
4/17/18 14:20,6/17/18 14:20
7/1/18 12:11,9/1/18 14:10
9/26/17 6:07,10/26/17 6:07
1/6/18 2:05,9/6/18 4:04
2/1/18 17:48,3/1/18 17:48
4/28/18 20:38,8/28/18 20:38
8/19/17 14:33,9/19/17 17:08
10/4/17 16:08,11/11/17 16:07
1/10/18 22:30,7/17/18 22:30
12/9/16 18:05,3/9/17 18:05
8/24/17 5:51,9/24/17 5:51
10/13/17 6:12,11/13/17 6:12
3/2/18 11:26,4/2/18 11:25
5/1/18 10:54,8/16/18 6:53
8/3/18 12:23,9/3/18 12:23
6/17/17 9:21,7/17/17 9:21
3/18/18 18:22,4/18/18 18:22
11/10/17 18:00,12/17/17 17:59
5/23/18 3:44,6/23/18 3:44
1/20/18 11:26,3/25/18 16:30
5/9/18 12:40,8/9/18 14:37
7/10/18 3:01,8/10/18 3:01
8/25/17 14:52,9/25/17 14:52
7/4/18 1:06,7/4/18 13:14
8/14/17 8:38,9/21/17 8:37
3/10/18 11:29,4/17/18 11:29
12/28/17 2:05,1/28/18 2:05
8/5/18 3:52,9/5/18 5:52
9/28/17 23:06,5/28/18 23:06
4/1/17 6:26,10/8/17 6:26
11/26/17 21:55,1/26/18 21:54
10/3/17 5:29,11/3/17 5:29
3/24/17 17:57,7/1/17 17:57
4/26/18 20:29,8/26/18 20:29
5/1/17 8:35,6/1/17 8:34
5/23/18 18:43,8/23/18 20:42
4/17/18 21:29,5/17/18 21:29
11/4/17 23:49,7/4/18 23:49
4/21/18 15:19,8/21/18 17:18
7/17/18 13:08,8/17/18 13:08
12/15/17 11:02,1/15/18 11:01
3/30/18 18:11,5/30/18 18:11
9/30/17 8:42,11/6/17 8:42
8/20/17 13:14,11/5/17 18:14
11/12/17 23:20,5/25/18 2:05
4/22/17 19:51,8/29/17 19:50
1/22/18 3:44,2/22/18 3:44
9/27/17 0:36,12/27/17 1:36
2/23/18 19:34,3/23/18 19:33
9/3/17 2:41,10/3/17 2:40
4/18/18 15:10,5/18/18 15:10
4/5/17 2:22,5/12/17 2:22
10/2/17 10:01,11/2/17 10:00
1/20/18 19:39,3/20/18 18:39
6/9/18 22:29,7/9/18 22:29
5/25/18 1:27,6/25/18 1:27
5/29/18 20:18,6/29/18 20:18
1/15/18 6:55,8/9/18 7:43
2/23/18 19:06,3/30/18 19:06
3/31/18 19:53,5/7/18 19:52
6/25/18 7:12,7/25/18 7:12
10/4/17 15:09,8/13/18 3:03
2/10/18 21:16,3/10/18 21:16
4/30/18 15:50,6/6/18 15:50
10/4/17 22:59,7/16/18 12:33
3/18/18 15:55,5/18/18 15:54
11/12/17 9:09,12/12/17 9:09
5/3/18 11:58,9/3/18 11:58
4/29/18 19:11,5/29/18 19:11
8/6/18 16:41,9/6/18 16:41
1/27/18 21:27,3/27/18 21:26
4/22/18 13:57,5/22/18 13:57
9/21/17 4:53,1/21/18 5:53
12/22/17 17:39,1/22/18 17:39
7/25/18 18:56,8/25/18 18:56
3/3/18 8:29,4/3/18 7:29
7/25/18 10:26,8/25/18 10:26
6/27/18 5:12,7/27/18 5:12
9/25/17 15:34,10/25/17 15:34
2/11/18 20:09,8/11/18 19:09
8/5/18 5:00,9/5/18 5:00
9/18/17 0:11,10/18/17 0:11
4/24/18 17:33,5/24/18 17:33
3/22/18 12:09,8/22/18 12:09
1/11/18 15:58,4/11/18 15:58
12/16/17 1:37,2/23/18 1:37
12/11/17 21:33,1/11/18 21:33
11/13/17 5:09,12/13/17 5:09
7/6/18 10:18,8/6/18 10:18
11/12/17 11:50,3/12/18 10:50
7/19/18 2:15,8/19/18 4:15
4/12/18 2:55,5/12/18 2:55
11/20/17 5:49,8/20/18 4:49
4/2/18 19:36,9/2/18 19:36
2/19/18 14:51,4/19/18 14:51
4/9/18 5:29,6/9/18 5:29
8/9/17 1:45,9/16/17 1:45
1/15/18 1:02,2/15/18 1:02
6/16/18 23:22,7/16/18 23:22
5/29/18 15:03,8/29/18 17:03
7/27/17 20:47,8/27/17 20:47
4/24/18 22:40,7/31/18 22:40
2/12/18 15:26,3/19/18 15:26
8/15/17 20:04,10/15/17 20:04
12/22/17 6:04,1/22/18 6:04
3/16/18 9:27,4/23/18 9:26
4/4/17 5:39,9/11/17 5:39
10/10/17 6:40,11/10/17 7:40
1/12/18 1:56,2/12/18 1:56
4/14/17 10:38,5/14/17 10:38
7/9/18 23:25,8/10/18 1:25
4/28/18 14:52,5/28/18 14:52
4/4/17 15:07,5/4/17 15:07
6/23/17 15:53,8/23/18 15:53
6/8/17 7:54,9/8/17 7:54
10/12/17 23:12,12/13/17 0:12
1/16/18 6:25,8/16/18 8:25
7/27/18 4:01,8/27/18 4:01
6/7/18 2:22,8/7/18 4:22
